customer_id,Name,age,gender,phone_number,customer_location,purchase_date,product_category,purchase_amount,preferred_payment_method,loyality_score,purchase_year,estimated_profit
691,Irv Botha,40,Male,152-804-8577,Vijayawada,28.8.2021,Home Appliances,27940,Credit card,60,2021,2794.0
692,Remus Leitche,59,Female,556-242-5893,Vijayawada,22.2.2022,Groceries,39651,Mobile payment,22,2022,3965.1000000000004
693,Pearl Aspden,22,Male,693-830-2508,Kurnool,7.12.2021,Toys,19379,Cash,4,2021,1937.9
694,Martguerita Helstrom,50,Female,593-316-8731,Chittor,18.5.2021,Home Appliances,17676,Mobile payment,19,2021,1767.6000000000001
695,Vikky Steagall,22,Male,161-166-0059,Vijayawada,23.6.2022,Clothing,29969,Mobile payment,70,2022,2996.9
696,Delmer Liepina,48,Male,158-101-3847,Vijayawada,25.1.2022,Unkown,54738,Cash,69,2022,5473.8
697,Joelly Seden,46,Male,872-852-7348,Kurnool,29.4.2023,Electronics,77733,Credit card,84,2023,7773.3
698,Marion Stollmeier,23,Female,120-384-6388,Kurnool,27.9.2023,Home Appliances,15912,Mobile payment,9,2023,1591.2
699,Lindy De Cruze,48,Female,190-186-9243,Kurnool,27.8.2021,Toys,28503,Credit card,56,2021,2850.3
700,Jean Valler,33,Unknown,321-824-4042,Guntur,3.9.2021,Groceries,97036,Cash,35,2021,9703.6
701,Guillema Malloy,28,Male,569-980-5116,Guntur,30.3.2021,Home Appliances,42312,Cash,24,2021,4231.2
702,Chester Kindleysides,37,Female,449-666-6866,Guntur,15.2.2023,Electronics,53386,Cash,81,2023,5338.6
703,Lazare Hurst,37,Female,236-723-1116,Kurnool,26.12.2023,Groceries,38073,Mobile payment,65,2023,3807.3
704,Lilith Dedden,41,Female,782-782-1751,Kurnool,5.6.2023,Groceries,67681,Cash,37,2023,6768.1
705,Jefferson Gotecliffe,41,Female,726-135-7655,Kurnool,20.2.2021,Electronics,62621,Cash,81,2021,6262.1
706,Sydney Hauck,29,Female,381-470-0417,Kurnool,28.8.2021,Groceries,54156,Credit card,19,2021,5415.6
707,Gwenneth Effaunt,51,Female,570-754-9882,Vijayawada,22.8.2023,Unkown,93070,Mobile payment,33,2023,9307.0
708,Deny Klausewitz,18,Female,902-257-5334,Kurnool,24.10.2021,Books,15072,Mobile payment,10,2021,1507.2
709,Abbye McGovern,15,Male,391-495-4489,Chittor,12.6.2021,Groceries,54156,Mobile payment,49,2021,5415.6
710,Stevy Bartlam,33,Female,729-591-7429,Chittor,30.8.2023,Electronics,14134,Credit card,10,2023,1413.4
711,Hans Canet,58,Male,104-248-9041,Vijayawada,28.2.2022,Books,47548,Credit card,91,2022,4754.8
712,Obediah Trippick,25,Unknown,598-754-1480,Vijayawada,9.3.2022,Electronics,63677,Credit card,5,2022,6367.700000000001
713,Micheal Boulden,58,Male,505-174-6984,Kurnool,3.1.2021,Books,45095,Mobile payment,63,2021,4509.5
714,Idette Carberry,29,Female,626-485-2107,Guntur,6.8.2021,Home Appliances,26417,Cash,33,2021,2641.7000000000003
715,Worthington Midgely,22,Female,221-893-7778,Chittor,2.7.2022,Groceries,65970,Cash,98,2022,6597.0
716,Riccardo Lyokhin,18,Male,460-813-5283,Vijayawada,4.3.2021,Clothing,10432,Mobile payment,30,2021,1043.2
717,Bunny Bulfoot,25,Female,531-648-8104,Kurnool,18.5.2022,Toys,62852,Credit card,92,2022,6285.200000000001
718,Gray Vaughan-Hughes,38,Female,595-235-4303,Vijayawada,16.6.2022,Electronics,13239,Credit card,18,2022,1323.9
719,Bettine Choffin,43,Unknown,442-940-6556,Vizag,23.4.2021,Toys,81399,Mobile payment,99,2021,8139.900000000001
720,Zola Dunklee,52,Male,878-809-1143,Vizag,11.3.2023,Electronics,41395,Cash,82,2023,4139.5
721,Chickie Tregenza,51,Female,958-784-1873,Vijayawada,9.6.2021,Home Appliances,73789,Mobile payment,47,2021,7378.900000000001
722,Francyne Melmar,47,Female,160-115-7297,Vijayawada,10.6.2021,Groceries,84816,Credit card,59,2021,8481.6
723,Brana De Haven,27,Male,306-189-1675,Vijayawada,3.2.2022,Electronics,83219,Mobile payment,11,2022,8321.9
724,Clemmie Spilstead,33,Female,650-602-7064,Guntur,27.2.2023,Toys,78325,Cash,40,2023,7832.5
725,Gisela Barltrop,45,Female,163-858-1281,Kurnool,1.1.2023,Books,46953,Cash,16,2023,4695.3
726,Dudley Crunkhorn,52,Female,522-444-9385,Chittor,1.7.2023,Groceries,34877,Cash,47,2023,3487.7000000000003
727,Felice Halworth,43,Male,714-267-1541,Vijayawada,26.7.2023,Books,32541,Mobile payment,43,2023,3254.1000000000004
728,Agnesse Madill,29,Female,812-851-1429,Kurnool,8.6.2022,Books,79099,Cash,62,2022,7909.900000000001
729,Quint Aleksandrev,26,Male,271-768-4772,Vizag,28.3.2023,Groceries,71512,Cash,40,2023,7151.200000000001
730,Dulciana Connachan,28,Female,772-264-8932,Vijayawada,7.3.2022,Unkown,49134,Cash,45,2022,4913.400000000001
731,Tammie Moulin,55,Male,141-711-5802,Chittor,15.8.2022,Books,51127,Mobile payment,40,2022,5112.700000000001
732,Bobby Crittal,24,Male,623-519-1978,Vizag,13.12.2022,Books,99796,Cash,64,2022,9979.6
733,Adriena Menzies,26,Female,904-638-2429,Chittor,8.6.2022,Groceries,47612,Cash,78,2022,4761.2
734,Erinna Wiltsher,23,Female,781-468-7851,Kurnool,30.5.2022,Electronics,32273,Cash,3,2022,3227.3
735,Jonah Ferrara,33,Unknown,483-548-0232,Vijayawada,4.7.2021,Books,16273,Credit card,9,2021,1627.3000000000002
736,Far Lillie,47,Female,934-556-3781,Vizag,4.7.2022,Home Appliances,71893,Credit card,89,2022,7189.3
737,Marley Alvares,56,Female,569-667-0332,Unkown,14.9.2021,Home Appliances,17796,Cash,48,2021,1779.6000000000001
738,Conni Fricker,51,Female,762-366-0977,Kurnool,13.4.2021,Books,95795,Cash,79,2021,9579.5
739,Dorene Chaplin,50,Unknown,222-892-4972,Vijayawada,12.5.2022,Electronics,54156,Cash,76,2022,5415.6
740,Giralda Purkins,19,Unknown,211-589-4329,Kurnool,25.1.2023,Books,54156,Cash,6,2023,5415.6
741,Winni Seawell,49,Female,192-630-0572,Kurnool,2.12.2022,Clothing,89151,Mobile payment,94,2022,8915.1
742,Tine Soigne,49,Unknown,294-425-8672,Guntur,9.11.2023,Clothing,14617,Cash,17,2023,1461.7
743,Barde Costar,37,Male,388-606-1344,Kurnool,14.5.2021,Groceries,32392,Cash,8,2021,3239.2000000000003
744,Rhea Tibald,51,Female,705-338-6792,Vizag,19.1.2023,Toys,54156,Cash,51,2023,5415.6
745,Sollie Butcher,26,Female,741-255-1848,Guntur,21.9.2022,Electronics,64807,Mobile payment,35,2022,6480.700000000001
746,Gaelan Cristofolini,50,Male,784-668-0620,Vijayawada,6.10.2023,Electronics,35157,Mobile payment,22,2023,3515.7000000000003
747,Sherill Hughson,33,Male,916-740-2788,Kurnool,12.6.2021,Home Appliances,53966,Credit card,80,2021,5396.6
748,Elsey Holworth,48,Female,167-290-8493,Chittor,20.4.2022,Groceries,95976,Mobile payment,27,2022,9597.6
749,Yvon Lobb,30,Female,661-840-2685,Chittor,8.10.2021,Groceries,49978,Cash,81,2021,4997.8
750,Cart Gunthorp,51,Male,684-628-6005,Vijayawada,24.12.2021,Electronics,54156,Cash,12,2021,5415.6
751,Thorsten Mundie,46,Female,830-977-2215,Vijayawada,18.11.2023,Books,57864,Credit card,41,2023,5786.400000000001
752,Calhoun Yushin,44,Female,600-805-4089,Vijayawada,14.6.2021,Electronics,16499,Mobile payment,69,2021,1649.9
753,Mersey Letessier,18,Male,425-218-9580,Vijayawada,20.4.2021,Unkown,56044,Credit card,56,2021,5604.400000000001
754,Kittie Sushams,50,Female,324-847-9035,Unkown,30.12.2021,Clothing,57348,Credit card,90,2021,5734.8
755,Allan Lavrinov,42,Female,261-624-3096,Vijayawada,20.12.2022,Home Appliances,98221,Cash,35,2022,9822.1
756,Ransell Placide,46,Unknown,325-814-9470,Vijayawada,10.9.2022,Electronics,61421,Mobile payment,7,2022,6142.1
757,Gayelord Luard,29,Female,677-657-1143,Chittor,6.3.2023,Groceries,21375,Mobile payment,60,2023,2137.5
758,Luisa Fradson,40,Female,197-287-1765,Kurnool,4.8.2023,Books,60525,Cash,95,2023,6052.5
759,Sheffy Tangye,32,Female,841-452-8911,Vizag,29.5.2022,Groceries,22327,Mobile payment,46,2022,2232.7000000000003
760,Gallagher Roo,35,Unknown,698-299-3496,Vijayawada,9.10.2023,Toys,95595,Credit card,42,2023,9559.5
761,Wilmer Ruspine,39,Female,937-143-0524,Kurnool,6.5.2022,Electronics,87748,Mobile payment,32,2022,8774.800000000001
762,Jamesy Boxill,59,Female,823-623-4415,Kurnool,5.4.2023,Clothing,17269,Cash,9,2023,1726.9
763,Zilvia Dixcee,31,Male,457-363-3163,Chittor,8.6.2023,Toys,60228,Cash,74,2023,6022.8
764,Guillermo Cockcroft,29,Male,383-984-9494,Chittor,24.11.2023,Books,54156,Cash,65,2023,5415.6
765,Matty Babin,24,Unknown,131-563-6997,Chittor,15.9.2021,Toys,80602,Cash,71,2021,8060.200000000001
766,Cassandre Wegenen,55,Female,766-538-7377,Chittor,23.1.2023,Groceries,13746,Cash,82,2023,1374.6000000000001
767,Lindy Ricciardiello,29,Female,190-889-8942,Vijayawada,4.7.2023,Groceries,19796,Cash,44,2023,1979.6000000000001
768,Rafaello Cosgrave,59,Unknown,282-230-6755,Vizag,11.7.2021,Toys,93323,Mobile payment,82,2021,9332.300000000001
769,Marysa Cradock,18,Male,802-346-7052,Kurnool,12.1.2023,Home Appliances,54156,Cash,6,2023,5415.6
770,Chrystel Galey,58,Female,326-151-2210,Vijayawada,4.9.2022,Books,75994,Credit card,86,2022,7599.400000000001
771,Turner O'Dunneen,60,Female,855-781-4530,Kurnool,26.12.2021,Electronics,74520,Mobile payment,57,2021,7452.0
772,Marthe Chaudrelle,26,Female,894-609-1115,Vizag,26.12.2022,Electronics,85736,Cash,67,2022,8573.6
773,Emerson O'Corr,30,Male,106-437-2491,Kurnool,13.2.2022,Groceries,57920,Credit card,9,2022,5792.0
774,Misha Boddy,60,Female,627-470-3365,Chittor,21.11.2023,Home Appliances,15665,Credit card,57,2023,1566.5
775,Glori Matts,37,Male,982-558-4410,Vijayawada,3.3.2023,Electronics,30011,Mobile payment,51,2023,3001.1000000000004
776,Marlin Narup,43,Female,603-665-5173,Vizag,24.7.2022,Home Appliances,32546,Mobile payment,91,2022,3254.6000000000004
777,Cacilie Snibson,15,Unknown,125-880-9109,Guntur,15.11.2023,Toys,30981,Cash,78,2023,3098.1000000000004
778,Ichabod Roydon,49,Female,528-319-8635,Chittor,26.10.2022,Books,97706,Cash,11,2022,9770.6
779,Skylar Coyle,28,Female,930-447-0549,Guntur,9.10.2022,Groceries,55427,Cash,78,2022,5542.700000000001
780,Octavius Fickling,60,Female,800-831-8865,Vijayawada,5.8.2023,Electronics,46302,Cash,26,2023,4630.2
781,Madalena Josey,21,Female,131-917-5524,Vijayawada,25.6.2022,Books,18917,Cash,15,2022,1891.7
782,Riane Kerman,33,Male,486-674-3438,Kurnool,1.11.2022,Groceries,37301,Cash,7,2022,3730.1000000000004
783,Kaine Lealle,28,Male,756-635-7181,Chittor,22.7.2021,Electronics,83917,Credit card,90,2021,8391.7
784,Rhianon Darlaston,53,Female,625-898-7333,Vijayawada,26.6.2022,Home Appliances,16803,Cash,35,2022,1680.3000000000002
785,Stavros Petley,60,Female,107-723-1785,Guntur,4.12.2022,Books,15546,Cash,66,2022,1554.6000000000001
786,Ray Griswaite,33,Female,470-973-2708,Vijayawada,18.10.2023,Home Appliances,91631,Credit card,99,2023,9163.1
787,Mina Janecek,60,Female,378-544-1135,Kurnool,14.4.2021,Groceries,61829,Cash,73,2021,6182.900000000001
788,Michele Mc Carrick,18,Female,623-128-7793,Kurnool,1.3.2022,Books,56594,Cash,15,2022,5659.400000000001
789,Stacee Mobbs,41,Female,399-817-9663,Kurnool,3.6.2021,Books,61730,Cash,54,2021,6173.0
790,Michele Biaggiotti,22,Unknown,878-283-0486,Chittor,11.9.2023,Electronics,39504,Cash,13,2023,3950.4
791,Sampson Pasque,43,Male,250-444-3280,Vizag,11.10.2021,Electronics,97807,Mobile payment,59,2021,9780.7
792,Jeanne Oddboy,40,Female,516-910-4607,Vizag,4.12.2023,Groceries,78747,Cash,82,2023,7874.700000000001
793,Frank Siebart,16,Male,404-192-6224,Vizag,27.3.2022,Home Appliances,36148,Cash,24,2022,3614.8
794,Henrietta Wimbridge,50,Female,686-460-5269,Kurnool,21.11.2023,Toys,22812,Cash,15,2023,2281.2000000000003
795,Monique Danby,33,Unknown,775-456-1435,Vijayawada,21.2.2021,Books,54817,Mobile payment,81,2021,5481.700000000001
796,Immanuel Gori,58,Female,376-806-1299,Vijayawada,18.3.2021,Electronics,81197,Cash,75,2021,8119.700000000001
797,Boony Peers,17,Female,750-227-8145,Kurnool,10.2.2023,Groceries,65591,Credit card,10,2023,6559.1
798,Ruth Cahalin,36,Female,487-535-7046,Kurnool,18.6.2023,Clothing,26663,Credit card,44,2023,2666.3
799,Eden Timmins,38,Female,124-556-1691,Vizag,5.3.2022,Books,20184,Cash,33,2022,2018.4
800,Deloria Ferschke,31,Unknown,913-986-8331,Vizag,23.4.2023,Groceries,54156,Credit card,13,2023,5415.6
801,Adoree Gobbet,18,Female,613-470-0525,Kurnool,9.4.2023,Toys,95881,Cash,41,2023,9588.1
802,Donavon Gallelli,21,Unknown,354-905-3849,Guntur,1.7.2021,Books,46953,Cash,63,2021,4695.3
803,Aleta Brendel,60,Female,175-373-1928,Vizag,28.8.2022,Toys,49533,Credit card,31,2022,4953.3
804,Avictor Pethybridge,44,Unknown,111-297-5906,Kurnool,15.10.2023,Toys,36202,Mobile payment,36,2023,3620.2000000000003
805,Edouard Agutter,30,Female,635-670-7414,Guntur,18.6.2021,Electronics,99095,Credit card,66,2021,9909.5
806,Rafferty Alexsandrov,38,Female,496-911-8586,Vizag,5.10.2021,Clothing,30800,Credit card,96,2021,3080.0
807,Linea Pratte,19,Female,580-815-7104,Kurnool,13.11.2021,Toys,39012,Cash,39,2021,3901.2000000000003
808,Shermy Chittleburgh,41,Unknown,286-741-2597,Vijayawada,6.11.2021,Groceries,10316,Cash,39,2021,1031.6000000000001
809,Florenza Legan,24,Female,856-502-2465,Kurnool,8.2.2022,Clothing,52633,Mobile payment,41,2022,5263.3
810,Hirsch Rolls,20,Male,907-871-2753,Chittor,25.1.2021,Groceries,16268,Credit card,61,2021,1626.8000000000002
811,Horst Kener,47,Female,624-794-9930,Guntur,15.6.2021,Books,54156,Cash,29,2021,5415.6
812,Devora Fifield,40,Female,364-561-0744,Guntur,11.8.2022,Books,12088,Cash,28,2022,1208.8
813,Miof mela Ife,60,Unknown,641-401-5021,Guntur,2.5.2022,Books,69358,Credit card,57,2022,6935.8
814,Ema Fruin,49,Male,877-889-4187,Chittor,29.3.2021,Books,36183,Cash,21,2021,3618.3
815,Clementina Deevey,37,Female,571-405-5271,Vizag,14.8.2023,Books,58688,Mobile payment,21,2023,5868.8
816,Jamie Stitcher,18,Female,362-495-0493,Chittor,29.9.2022,Electronics,60140,Mobile payment,3,2022,6014.0
817,Gun Fishlee,20,Female,267-348-5168,Kurnool,24.7.2021,Books,88142,Credit card,48,2021,8814.2
818,Rudyard Kinrade,22,Unknown,439-235-2025,Vijayawada,27.8.2021,Toys,45092,Cash,67,2021,4509.2
819,Kevyn Culleton,18,Female,798-327-4474,Kurnool,29.5.2022,Groceries,47319,Cash,6,2022,4731.900000000001
820,Doti Thomasen,20,Female,441-202-4868,Vijayawada,10.8.2023,Books,82936,Credit card,62,2023,8293.6
821,Elvina Paradin,54,Male,607-427-8658,Vijayawada,7.1.2021,Home Appliances,25618,Mobile payment,50,2021,2561.8
822,Law Boost,45,Female,630-868-1673,Guntur,16.6.2023,Groceries,44281,Cash,89,2023,4428.1
823,Kit Feenan,59,Female,988-196-4706,Kurnool,16.8.2022,Groceries,33495,Credit card,52,2022,3349.5
824,Moe Couroy,16,Female,527-758-2100,Vizag,21.3.2023,Electronics,73512,Cash,78,2023,7351.200000000001
825,Elinore Longhi,60,Female,280-654-3967,Chittor,26.7.2022,Books,22891,Cash,26,2022,2289.1
826,Paulo Vedeshkin,53,Female,550-209-7911,Vijayawada,16.5.2023,Toys,41765,Cash,21,2023,4176.5
827,Maggie Tomley,46,Female,588-911-0875,Vijayawada,15.11.2021,Unkown,18117,Credit card,22,2021,1811.7
828,Garrik O'Currine,20,Female,542-111-6356,Kurnool,17.2.2022,Unkown,17894,Cash,89,2022,1789.4
829,Fifine Scholling,52,Female,654-242-2698,Chittor,29.11.2021,Groceries,23635,Cash,8,2021,2363.5
830,Ode Dorie,43,Female,926-906-4977,Guntur,2.9.2022,Clothing,74568,Mobile payment,14,2022,7456.8
831,Ancell Cropton,60,Female,327-290-3747,Chittor,12.10.2022,Electronics,85292,Cash,30,2022,8529.2
832,Casandra Oganesian,47,Female,865-425-2709,Vizag,28.9.2023,Clothing,34583,Cash,75,2023,3458.3
833,Carma Lowerson,17,Female,199-836-9806,Kurnool,24.7.2023,Home Appliances,79844,Mobile payment,22,2023,7984.400000000001
834,Nadiya Jakovijevic,44,Unknown,318-511-3165,Vizag,16.1.2023,Groceries,38032,Credit card,18,2023,3803.2000000000003
835,Sydney Lantry,49,Male,567-202-5923,Kurnool,24.10.2021,Clothing,30961,Credit card,62,2021,3096.1000000000004
836,Goldy De Michele,22,Male,388-929-5753,Vijayawada,26.8.2023,Books,84836,Mobile payment,56,2023,8483.6
837,Koo Fallens,15,Female,380-570-9176,Vijayawada,7.7.2023,Groceries,51321,Cash,83,2023,5132.1
838,Geoffry Vernham,44,Male,841-660-6803,Unkown,13.4.2022,Electronics,84258,Cash,78,2022,8425.800000000001
839,Willetta Squibb,37,Female,829-509-8566,Guntur,3.3.2021,Electronics,31156,Cash,22,2021,3115.6000000000004
840,Leonardo Toy,57,Female,192-135-1330,Vijayawada,19.10.2023,Books,18347,Mobile payment,70,2023,1834.7
841,Karine Keemar,52,Male,685-803-8928,Vijayawada,19.10.2023,Books,18617,Cash,13,2023,1861.7
842,Madella Flear,27,Male,460-570-0419,Vijayawada,29.1.2021,Electronics,19740,Credit card,49,2021,1974.0
843,Price Slot,23,Female,560-913-9947,Chittor,10.9.2022,Home Appliances,58185,Cash,18,2022,5818.5
844,Boris Antonin,55,Male,215-107-5627,Kurnool,20.3.2021,Home Appliances,55957,Cash,28,2021,5595.700000000001
845,Maddy Ick,51,Female,674-871-7497,Vizag,10.2.2023,Toys,36051,Mobile payment,81,2023,3605.1000000000004
846,Savina Huskinson,36,Female,565-768-5598,Kurnool,10.6.2023,Books,42233,Cash,100,2023,4223.3
847,Allen Quainton,36,Unknown,873-408-0691,Vijayawada,26.4.2023,Toys,76083,Cash,66,2023,7608.3
848,Moina Rahl,39,Male,127-337-2973,Kurnool,2.7.2021,Electronics,13624,Credit card,14,2021,1362.4
849,Sheffy Fri,58,Female,312-460-7772,Vizag,26.1.2022,Toys,63751,Credit card,31,2022,6375.1
850,Sherilyn Halso,39,Male,463-328-1816,Chittor,3.3.2023,Electronics,77165,Credit card,5,2023,7716.5
851,Sanders Callingham,35,Female,879-423-9400,Vizag,11.4.2021,Toys,48598,Cash,53,2021,4859.8
852,Hayes Rosencwaig,59,Male,528-339-3105,Kurnool,21.9.2021,Home Appliances,98470,Cash,97,2021,9847.0
853,Dierdre Vasichev,59,Male,631-942-3001,Vijayawada,24.10.2021,Home Appliances,54156,Cash,97,2021,5415.6
854,Sawyer Farnell,36,Female,464-979-9219,Kurnool,13.9.2023,Home Appliances,95790,Mobile payment,36,2023,9579.0
855,Chelsey Moors,55,Female,748-929-3365,Vijayawada,28.5.2023,Home Appliances,75125,Mobile payment,45,2023,7512.5
856,Rahel Gladdish,22,Unknown,217-146-2101,Vizag,11.9.2022,Clothing,24126,Credit card,3,2022,2412.6
857,Farrell Khidr,37,Male,469-205-2577,Vijayawada,23.11.2022,Toys,62990,Mobile payment,27,2022,6299.0
858,Yevette Gricks,30,Female,742-439-3595,Kurnool,2.10.2021,Home Appliances,10396,Cash,75,2021,1039.6000000000001
859,Bartel Currao,57,Female,775-355-6512,Vijayawada,21.7.2022,Electronics,60289,Cash,11,2022,6028.900000000001
860,Ephrem Tomlins,57,Female,325-928-0419,Vijayawada,2.3.2022,Toys,97634,Mobile payment,19,2022,9763.4
861,Stephen Pink,55,Female,791-718-1177,Kurnool,16.1.2021,Electronics,79108,Cash,52,2021,7910.8
862,Catharina Shepley,39,Unknown,398-115-1201,Vizag,2.6.2022,Clothing,86003,Mobile payment,91,2022,8600.300000000001
863,Emili Saltsberger,21,Unknown,608-831-5048,Kurnool,13.3.2021,Electronics,92887,Credit card,37,2021,9288.7
864,Johnathan Seldon,32,Female,816-602-5092,Kurnool,22.7.2023,Clothing,26205,Mobile payment,95,2023,2620.5
865,Gianna Croot,53,Female,197-733-2167,Kurnool,8.8.2021,Groceries,19931,Cash,61,2021,1993.1000000000001
866,Aime Sorbey,30,Female,465-175-9735,Vijayawada,18.3.2021,Groceries,60919,Cash,8,2021,6091.900000000001
867,Hailey Dunlop,53,Male,205-103-9281,Vijayawada,30.8.2022,Clothing,18717,Cash,41,2022,1871.7
868,Nicol Cursey,53,Male,328-721-9198,Guntur,3.3.2022,Books,72802,Cash,90,2022,7280.200000000001
869,Demetre D'eathe,44,Female,382-764-9083,Chittor,13.4.2021,Books,99129,Cash,53,2021,9912.900000000001
870,Melisande Collingwood,51,Male,703-808-9895,Kurnool,21.3.2021,Groceries,73615,Credit card,95,2021,7361.5
871,Colline Puttrell,42,Female,971-137-3212,Unkown,18.9.2023,Electronics,78170,Cash,55,2023,7817.0
872,Alva Redemile,27,Unknown,903-587-4723,Vijayawada,4.8.2021,Electronics,14403,Cash,41,2021,1440.3000000000002
873,Mathe Trood,19,Female,861-557-3951,Vijayawada,13.9.2023,Toys,77161,Mobile payment,1,2023,7716.1
874,Carlynne Goodrum,21,Unknown,770-606-5097,Chittor,21.2.2023,Groceries,70241,Cash,11,2023,7024.1
875,Morie Vollam,50,Female,797-351-2423,Kurnool,28.10.2021,Electronics,55205,Cash,75,2021,5520.5
876,Hector Gwynne,22,Unknown,305-752-6629,Kurnool,4.12.2021,Electronics,79715,Mobile payment,79,2021,7971.5
877,Beverlie Cubberley,43,Female,451-620-5421,Kurnool,6.5.2021,Books,26362,Mobile payment,83,2021,2636.2000000000003
878,Ricca Kingwell,17,Male,559-191-4904,Vijayawada,30.5.2023,Groceries,97585,Cash,10,2023,9758.5
879,Glennis Tabbernor,29,Male,289-794-9948,Guntur,16.8.2023,Electronics,22409,Cash,48,2023,2240.9
880,Daloris Tallent,20,Male,461-211-6614,Chittor,8.2.2021,Home Appliances,92481,Cash,74,2021,9248.1
881,Umeko Gregorowicz,38,Female,367-674-7144,Vijayawada,1.6.2021,Books,42410,Mobile payment,100,2021,4241.0
882,Martie Boate,33,Female,757-468-9515,Unkown,3.11.2023,Electronics,34748,Mobile payment,14,2023,3474.8
883,Camile Saldler,17,Unknown,743-398-3124,Chittor,15.3.2022,Electronics,65037,Cash,52,2022,6503.700000000001
884,Curtis Leavold,24,Male,193-431-8965,Chittor,28.4.2022,Electronics,17066,Cash,78,2022,1706.6000000000001
885,Fabien Bushby,30,Female,577-171-8737,Vizag,2.12.2021,Electronics,20537,Cash,49,2021,2053.7000000000003
886,Terrijo Farrans,48,Male,984-897-7629,Chittor,7.3.2022,Toys,62780,Cash,90,2022,6278.0
887,Aaron Tigwell,36,Female,555-256-1216,Vijayawada,19.4.2022,Home Appliances,92416,Credit card,30,2022,9241.6
888,Jody Favel,41,Female,568-927-2835,Chittor,30.3.2023,Books,75103,Credit card,37,2023,7510.3
889,Bernadine Down,52,Male,173-142-0087,Vijayawada,22.12.2022,Clothing,97139,Cash,65,2022,9713.9
890,Drucill Lilleyman,29,Female,967-117-9155,Kurnool,24.7.2023,Groceries,54156,Cash,89,2023,5415.6
891,Garrett Thirlaway,53,Male,494-213-6630,Chittor,14.9.2021,Groceries,54156,Credit card,78,2021,5415.6
892,Happy Gradly,55,Female,511-214-0584,Unkown,16.11.2022,Toys,48028,Cash,1,2022,4802.8
893,Daisy Sreenan,45,Female,198-946-1314,Vijayawada,2.6.2021,Home Appliances,55100,Credit card,71,2021,5510.0
894,Ginnie Chatenier,33,Female,378-687-9839,Kurnool,7.5.2022,Unkown,43406,Cash,63,2022,4340.6
895,Mellie Dwelly,40,Female,262-620-1924,Vizag,9.6.2021,Toys,26907,Mobile payment,80,2021,2690.7000000000003
896,Chandra Ginty,20,Male,933-276-8529,Kurnool,24.9.2021,Groceries,53370,Mobile payment,74,2021,5337.0
897,Carlin Wessel,30,Male,645-608-8237,Vijayawada,9.4.2021,Groceries,18550,Cash,82,2021,1855.0
898,Arluene Dabnot,16,Male,916-162-5426,Kurnool,22.8.2023,Books,56656,Cash,77,2023,5665.6
899,Debra Redmore,28,Unknown,796-466-3220,Chittor,13.4.2021,Toys,76710,Mobile payment,93,2021,7671.0
900,Templeton Chitter,24,Male,564-655-2262,Vijayawada,12.12.2021,Clothing,45378,Mobile payment,6,2021,4537.8
901,Hector Lutty,41,Male,499-262-5012,Kurnool,16.2.2021,Books,24572,Cash,26,2021,2457.2000000000003
902,Ely Worsnap,59,Male,246-104-1249,Kurnool,24.9.2022,Electronics,49101,Credit card,20,2022,4910.1
903,Timi Voller,40,Unknown,810-374-3242,Kurnool,10.1.2023,Books,54156,Cash,45,2023,5415.6
904,Michell Beddow,42,Female,236-811-3650,Vijayawada,8.3.2022,Electronics,86908,Cash,26,2022,8690.800000000001
905,Colman Davydzenko,35,Male,214-261-6563,Vijayawada,24.4.2022,Groceries,98001,Mobile payment,84,2022,9800.1
906,Cheri Frizzell,42,Unknown,640-283-2707,Kurnool,2.2.2023,Home Appliances,28327,Credit card,86,2023,2832.7000000000003
907,Rafi Wrathmell,59,Male,478-843-9491,Kurnool,26.1.2022,Clothing,20511,Mobile payment,72,2022,2051.1
908,Neils Barbie,38,Male,837-798-7943,Unkown,30.1.2021,Clothing,78993,Credit card,39,2021,7899.3
909,Pablo Andrioli,53,Unknown,376-890-5887,Vijayawada,26.8.2022,Clothing,77401,Credit card,100,2022,7740.1
910,Livvyy Blare,20,Female,608-891-7950,Guntur,4.2.2022,Books,66315,Credit card,19,2022,6631.5
911,Linn Robeiro,29,Female,174-972-9689,Kurnool,14.3.2022,Clothing,41266,Cash,66,2022,4126.6
912,Marlon Rollingson,30,Female,414-455-9025,Vijayawada,18.3.2023,Books,13527,Credit card,16,2023,1352.7
913,Barbara Wyeth,56,Male,789-742-3213,Kurnool,23.9.2023,Books,12756,Cash,43,2023,1275.6000000000001
914,Glynn Paternoster,31,Female,373-258-7094,Guntur,8.2.2021,Electronics,61646,Mobile payment,61,2021,6164.6
915,Leticia Renshall,49,Female,565-121-3034,Vijayawada,11.4.2023,Electronics,33610,Cash,15,2023,3361.0
916,Suzanne Klebes,51,Unknown,452-226-6511,Vijayawada,12.6.2023,Clothing,84053,Mobile payment,41,2023,8405.300000000001
917,Isador Bardell,42,Unknown,477-743-7262,Vizag,24.4.2021,Groceries,45374,Credit card,54,2021,4537.400000000001
918,Emili Millard,47,Female,946-481-1632,Vizag,30.7.2022,Electronics,61669,Mobile payment,99,2022,6166.900000000001
919,Woodman Leall,56,Male,661-655-5437,Guntur,2.4.2021,Home Appliances,12563,Mobile payment,77,2021,1256.3000000000002
920,Beverie Creasy,28,Male,352-772-5838,Kurnool,8.3.2021,Electronics,18717,Mobile payment,80,2021,1871.7
